SampleNumber,Compound,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc_micromolar,%Rec,Detection Flags,Threshold
37,Azithromycin,Sample_1162,Analyte,,3.4,20813.514,6601.297,44174.159,3.153,90.4656,,bb,10.3
38,Azithromycin,Sample_4157,Analyte,,3.4,5248.311,5633.405,1252.116,0.932,26.7287,,bb,10.3
39,Azithromycin,Sample_1035,Analyte,,3.4,83647.352,3836.894,5830.111,21.801,625.5374,,bb,10.3
40,Azithromycin,Sample_5306,Analyte,,3.4,973.24,6104.225,1064.169,0.159,4.5714,,bb,10.3
41,Azithromycin,Sample_8329,Analyte,,3.38,119659.922,3041.353,4986.464,39.344,1128.9217,,bb,10.3
42,Azithromycin,Sample_9283,Analyte,,3.38,11839.567,7934.2,5213.734,1.492,42.8136,,bb,10.3
43,Azithromycin,WaterBlank6,Blank,,3.36,25.214,25.204,14.336,1,28.7015,,bb,10.3
44,Azithromycin,WaterBlank7,Blank,,3.42,9.953,32.121,3.945,0.31,8.8876,,bb,10.3
45,Azithromycin,Sample_6512,Analyte,,3.4,94985.234,3900.927,7569.142,24.349,698.6657,,bb,10.3
46,Azithromycin,Sample_9248,Analyte,,3.4,11067.734,10638.395,7626.875,1.04,29.8481,,bb,10.3
47,Azithromycin,Sample_6510,Analyte,,3.4,67179.266,9583.706,60123.323,7.01,201.1304,,bb,10.3
48,Azithromycin,Sample_9082,Analyte,,3.4,29920.283,11266.05,30944.76,2.656,76.2006,,bb,10.3
49,Azithromycin,Sample_1056,Analyte,,3.4,17084.439,18050.068,6399.475,0.947,27.1551,,bb,10.3
50,Azithromycin,Sample_13358,Analyte,,3.4,45075.523,13978.586,8.922,3.225,92.522,,bb,10.3
51,Azithromycin,Sample_13333,Analyte,,3.4,39383.723,28211.877,8066.669,1.396,40.0527,,bb,10.3
52,Azithromycin,Sample_4137,Analyte,,3.4,29909.898,26646.32,18999.922,1.122,32.2044,,bb,10.3
53,Azithromycin,Sample_5110,Analyte,,3.4,10326.994,32726.643,13004.688,0.316,9.051,,bb,10.3
54,Azithromycin,Sample_11159,Analyte,,3.4,27124.156,19967.186,6473.995,1.358,38.9749,,bb,10.3
55,Azithromycin,WaterBlank8,Blank,,3.4,36.044,166.748,85.626,0.216,6.199,,bb,10.3
56,Azithromycin,WaterBlank9,Blank,,3.38,48.051,51.062,123.385,0.941,26.9981,,bb,10.3
57,Azithromycin,Sample_8308,Analyte,,3.4,84827.305,20683.967,17503.436,4.101,117.6719,,bb,10.3
58,Azithromycin,Sample_8306,Analyte,,3.4,77930.922,25995.381,41177.856,2.998,86.0161,,bb,10.3
59,Azithromycin,Sample_10138,Analyte,,3.4,36036.566,19548.168,12475.035,1.843,52.8924,,bb,10.3
60,Azithromycin,Sample_1058,Analyte,,3.4,54911.387,23333.762,3037.443,2.353,67.5211,,bb,10.3
61,Azithromycin,Sample_5571,Analyte,,3.4,4084.767,39417.027,3379.329,0.104,2.9701,,bb,10.3
62,Azithromycin,Sample_5112,Analyte,,3.4,4910.618,46545.211,5308.432,0.106,3.0239,,bb,10.3
63,Azithromycin,WaterBlank10,Blank,,3.4,0.901,7.788,2.404,0.116,3.3162,,bb,10.3
64,Azithromycin,QC1_10uMPOOL,Analyte,,3.4,104624.164,280.508,34280.657,372.981,10702.1209,,bb,10.3
65,Azithromycin,WaterBlank11,Blank,,3.4,21.014,2.059,23.749,10.206,292.8402,,bb,10.3
66,Azithromycin,WaterBlank12,Blank,,3.28,0.577,9.312,0.783,0.062,1.7746,,bb,10.3
67,Azithromycin,Sample_15155,Analyte,,,,26131.605,,,,,MM-I,10.3
68,Azithromycin,Sample_5334,Analyte,,3.4,4011.938,27490.025,13.595,0.146,4.1842,,bb,10.3
69,Azithromycin,Sample_5135,Analyte,,3.4,3739.25,47158.754,9634.348,0.079,2.2718,,bb,10.3
70,Azithromycin,Sample_13334,Analyte,,3.4,53436.195,24461.645,25252.531,2.184,62.6772,,bb,10.3
71,Azithromycin,Sample_9246,Analyte,,3.4,25749.137,15196.585,48169.113,1.694,48.615,,bb,10.3
72,Azithromycin,Sample_4136,Analyte,,3.4,11989.976,13411.985,15911.034,0.894,25.6479,,bb,10.3
73,Azithromycin,Sample_11157,Analyte,,3.4,13065.987,13052.131,5915.262,1.001,28.7206,,bb,10.3
74,Azithromycin,Sample_15138,Analyte,,,,9049.926,,,,,,10.3
75,Azithromycin,Sample_11160,Analyte,,3.4,12319.778,11007.023,5931.21,1.119,32.1123,,bb,10.3
76,Azithromycin,Sample_5137,Analyte,,3.4,13489.72,40739.297,6385.952,0.331,9.4977,,bb,10.3
77,Azithromycin,WaterBlank14,Blank,,,,,,,,,,10.3
78,Azithromycin,WaterBlank15,Blank,,3.24,2.02,5.045,2.338,0.4,11.4854,,bb,10.3
79,Azithromycin,Sample_1363,Analyte,,3.4,35784.051,13135.572,12276.805,2.724,78.1637,,bb,10.3
80,Azithromycin,Sample_6489,Analyte,,3.38,33619.652,7676.452,6747.769,4.38,125.6621,,bb,10.3
81,Azithromycin,Sample_9251,Analyte,,3.4,9762.372,14562.775,2095.965,0.67,19.2317,,bb,10.3
82,Azithromycin,Sample_9042,Analyte,,3.4,9249.455,19820.381,23575.448,0.467,13.3869,,bb,10.3
83,Azithromycin,Sample_1055,Analyte,,3.38,32698.26,5151.735,10071.955,6.347,182.1153,,bb,10.3
84,Azithromycin,Sample_1059,Analyte,,3.38,26992.785,9874.297,20429.88,2.734,78.4343,,bb,10.3
85,Azithromycin,Sample_6495,Analyte,,3.38,34818.906,9629.781,3139.404,3.616,103.7452,,bb,10.3
86,Azithromycin,Sample_12293,Analyte,,3.4,8028.457,13731.275,2074.119,0.585,16.7733,,bb,10.3
87,Azithromycin,Sample_12296,Analyte,,3.4,11636.79,15515.017,2010.957,0.75,21.5177,,bb,10.3
88,Azithromycin,Sample_13284,Analyte,,3.38,20094.512,11646.67,24016.439,1.725,49.5028,,bb,10.3
89,Azithromycin,WaterBlank16,Blank,,3.38,13.374,8.289,20.095,1.613,46.2925,,bb,10.3
90,Azithromycin,WaterBlank17,Blank,,3.75,4.631,28.247,6.883,0.164,4.7008,,MM!,10.3
91,Azithromycin,Sample_1360,Analyte,,3.38,74824.641,7663.314,2706.958,9.764,280.16,,bb,10.3
92,Azithromycin,Sample_9083,Analyte,,3.38,19497.988,12914.227,5989.639,1.51,43.3183,,bb,10.3
93,Azithromycin,Sample_5305,Analyte,,3.4,1687.98,14080.773,3812.983,0.12,3.4364,,bb,10.3
94,Azithromycin,Sample_13354,Analyte,,3.38,63824.797,15356.224,36429.889,4.156,119.2548,,bb,10.3
95,Azithromycin,Sample_11181,Analyte,,3.38,58615.316,18527.184,11665.572,3.164,90.7755,,bb,10.3
96,Azithromycin,Sample_8324,Analyte,,3.38,85142.094,12832.703,9777.117,6.635,190.3714,,bb,10.3
97,Azithromycin,Sample_12269,Analyte,,3.38,9260,27232.77,9116.979,0.34,9.7533,,bb,10.3
98,Azithromycin,Sample_9081,Analyte,,3.38,8308.996,33412.652,5227.141,0.249,7.1321,,bb,10.3
99,Azithromycin,Sample_10155,Analyte,,3.38,20032.613,15211.546,1822.713,1.317,37.7841,,bb,10.3
100,Azithromycin,Sample_5335,Analyte,,3.4,1857.161,31745.094,3380.051,0.059,1.6753,,bb,10.3
101,Azithromycin,WaterBlank18,Blank,,3.4,11.629,15.499,35.553,0.75,21.5255,,bb,10.3
102,Azithromycin,WaterBlank19,Blank,,3.46,7.996,16.372,7.796,0.488,14.0104,,bb,10.3
103,Azithromycin,Sample_15141,Analyte,,3.32,0.194,14396.367,1.406,0,0,,bbI,10.3
104,Azithromycin,Sample_12291,Analyte,,3.38,7498.486,38283.387,993.42,0.196,5.6168,,bb,10.3
105,Azithromycin,Sample_1359,Analyte,,3.38,43728.352,24028.426,3267.024,1.82,52.2147,,bb,10.3
106,Azithromycin,Sample_10139,Analyte,,3.38,40094.125,,9307.173,,,,bb,10.3
107,Azithromycin,Sample_6516,Analyte,,3.38,75783.289,25162.109,16775.03,3.012,86.4157,,bb,10.3
108,Azithromycin,Sample_9084,Analyte,,3.38,6245.763,,355.938,,,,bb,10.3
109,Azithromycin,Sample_5550,Analyte,,3.38,2130.67,,2813.142,,,,bb,10.3
110,Azithromycin,Sample_6493,Analyte,,3.38,27089.166,6917.139,36258.827,3.916,112.3672,,bb,10.3
111,Azithromycin,Sample_9041,Analyte,,3.38,5479.368,18345.035,488.009,0.299,8.5669,,bb,10.3
112,Azithromycin,Sample_15159,Analyte,,,,5774.952,,,,,MM-I,10.3
113,Azithromycin,WaterBlank20,Blank,,,,,,,,,,10.3
114,Azithromycin,WaterBlank21,Blank,,,,4.994,,,,,,10.3
115,Azithromycin,Sample_13332,Analyte,,3.38,10426.461,6679.447,3977.045,1.561,44.7865,,bb,10.3
116,Azithromycin,Sample_15136,Analyte,,3.34,14.408,5620.551,6.953,0.003,0.0702,,bb,10.3
117,Azithromycin,Sample_1361,Analyte,,3.38,66557.805,7572.947,3967.333,8.789,252.1805,,bb,10.3
118,Azithromycin,Sample_4135,Analyte,,3.38,4263.803,16255.679,1500.648,0.262,7.5228,,bb,10.3
119,Azithromycin,Sample_8305,Analyte,,3.38,83222.461,9224.175,1542.761,9.022,258.8753,,bb,10.3
120,Azithromycin,WaterBlank22,Blank,,,,52.794,,,,,,10.3
121,Azithromycin,QC2_10uMPOOL,Analyte,,3.38,110224.781,279.116,321337.275,394.907,11331.2449,,bb,10.3
122,Azithromycin,WaterBlank23,Blank,,,,7.293,,,,,,10.3
123,Azithromycin,WaterBlank24,Blank,,,,12.049,,,,,,10.3
124,Azithromycin,WaterBlank25,Blank,,,,,,,,,,10.3
125,Azithromycin,Sample_4159,Analyte,,3.38,9138.906,8406.723,437.559,1.087,31.1892,,bb,10.3
126,Azithromycin,Sample_6491,Analyte,,3.36,50423.77,2258.735,822.468,22.324,640.547,,bb,10.3
127,Azithromycin,Sample_5574,Analyte,,3.38,2705.456,13460.634,582.358,0.201,5.7638,,bb,10.3
128,Azithromycin,Sample_1158,Analyte,,3.38,64480.438,5500.952,9615.67,11.722,336.3327,,bb,10.3
129,Azithromycin,Sample_5333,Analyte,,3.38,8586.819,8018.576,1282.41,1.071,30.7235,,bb,10.3
130,Azithromycin,Sample_11180,Analyte,,3.38,47406.25,6001.404,3759.541,7.899,226.652,,bb,10.3
131,Azithromycin,Sample_13357,Analyte,,3.38,33507.719,6965.836,1843.934,4.81,138.0207,,bb,10.3
132,Azithromycin,Sample_15140,Analyte,,,,8589.123,,,,,MM-I,10.3
133,Azithromycin,Sample_15134,Analyte,,,,7708.728,,,,,,10.3
134,Azithromycin,Sample_8304,Analyte,,3.38,31071.619,13001.203,3427.732,2.39,68.5713,,bb,10.3
135,Azithromycin,WaterBlank26,Blank,,3.46,1.441,19.208,1.601,0.075,2.1493,,bb,10.3
136,Azithromycin,WaterBlank27,Blank,,3.36,24.802,15.532,35.83,1.597,45.8153,,bb,10.3
137,Azithromycin,Sample_11185,Analyte,,3.38,34978.023,5641.424,75014.644,6.2,177.9023,,bb,10.3
138,Azithromycin,Sample_15158,Analyte,,,,9208.179,,,,,MM-I,10.3
139,Azithromycin,Sample_13288,Analyte,,3.38,16177.077,6002.27,881.898,2.695,77.3302,,bb,10.3
140,Azithromycin,Sample_1034,Analyte,,3.38,31582.902,9347.354,49347.564,3.379,96.9464,,bb,10.3
141,Azithromycin,Sample_9284,Analyte,,3.38,5164.474,19347.334,728.326,0.267,7.6559,,bb,10.3
142,Azithromycin,Sample_4139,Analyte,,3.36,15577.083,11053.966,853.917,1.409,40.4311,,bb,10.3
143,Azithromycin,Sample_1159,Analyte,,3.36,61700.328,10992.384,1134.099,5.613,161.0534,,bb,10.3
144,Azithromycin,Sample_5336,Analyte,,3.38,1294.373,22899.787,655.323,0.057,1.6185,,bb,10.3
145,Azithromycin,Sample_1160,Analyte,,,,39.85,,,,,,10.3
146,Azithromycin,Sample_1362,Analyte,,,,,,,,,,10.3
147,Azithromycin,WaterBlank28,Blank,,3.44,17.858,0.978,38.266,18.26,523.9314,,bb,10.3
148,Azithromycin,WaterBlank29,Blank,,3.46,3.586,0.693,2.849,5.175,148.474,,bb,10.3
149,Azithromycin,Sample_8330,Analyte,,3.36,112440.047,14161.272,86805.756,7.94,227.822,,bb,10.3
150,Azithromycin,Sample_11186,Analyte,,3.36,40659.84,14209.328,4456.909,2.861,82.1027,,bb,10.3
151,Azithromycin,Sample_5572,Analyte,,3.38,1662.962,12733.004,340.39,0.131,3.7441,,bb,10.3
152,Azithromycin,Sample_13283,Analyte,,3.36,14395.723,4720.641,3664.162,3.05,87.4982,,bb,10.3
153,Azithromycin,Sample_8331,Analyte,,3.36,50601.758,10347.036,11388.277,4.89,140.3209,,bb,10.3
154,Azithromycin,Sample_1038,Analyte,,3.36,24587.23,9987.392,890.354,2.462,70.635,,bb,10.3
155,Azithromycin,Sample_6496,Analyte,,3.36,25451.42,2409.671,4127.442,10.562,303.0628,,bb,10.3
156,Azithromycin,Sample_5551,Analyte,,3.38,1232.694,11377.498,113.521,0.108,3.1054,,bb,10.3
157,Azithromycin,Sample_13356,Analyte,,3.36,22867.574,7710.503,354.574,2.966,85.0949,,bb,10.3
158,Azithromycin,Sample_5549,Analyte,,3.36,2521.611,9037.142,598.366,0.279,8.0029,,bb,10.3
159,Azithromycin,WaterBlank30,Blank,,3.5,24.892,97.763,19.249,0.255,7.3025,,bb,10.3
160,Azithromycin,WaterBlank31,Blank,,3.36,1.802,,0.949,,,,bb,10.3
161,Azithromycin,Sample_12267,Analyte,,3.36,3476.517,7793.54,314.757,0.446,12.7961,,bb,10.3
162,Azithromycin,Sample_9282,Analyte,,3.38,3428.845,10031.548,1834.357,0.342,9.8043,,bb,10.3
163,Azithromycin,Sample_1161,Analyte,,3.36,28842.26,4169.207,32715.666,6.918,198.496,,bb,10.3
164,Azithromycin,Sample_6490,Analyte,,3.36,15222.819,3336.823,1230.776,4.562,130.8983,,bb,10.3
165,Azithromycin,Sample_1054,Analyte,,3.36,26628.332,4390.102,1036.284,6.066,174.0381,,bb,10.3
166,Azithromycin,Sample_15162,Analyte,,,,4522.854,,,,,,10.3
167,Azithromycin,Sample_5113,Analyte,,3.36,1865.117,5186.127,335.117,0.36,10.3158,,bb,10.3
168,Azithromycin,Sample_4155,Analyte,,3.36,5172.606,2298.661,82.384,2.25,64.5647,,bb,10.3
169,Azithromycin,Sample_9043,Analyte,,3.38,2215.253,12310.678,66.845,0.18,5.1599,,bb,10.3
170,Azithromycin,Sample_1140,Analyte,,3.36,25444.867,3908.39,69408.06,6.51,186.8004,,bb,10.3
171,Azithromycin,WaterBlank32,Blank,,3.34,17.704,72.502,0.945,0.244,7.0032,,bb,10.3
172,Azithromycin,WaterBlank33,Blank,,,,5.634,,,,,,10.3
173,Azithromycin,Sample_5136,Analyte,,3.36,2197.161,4366.039,694.724,0.503,14.4363,,bb,10.3
174,Azithromycin,Sample_5570,Analyte,,3.36,1083.689,3486.9,176.051,0.311,8.9143,,bb,10.3
175,Azithromycin,Sample_8325,Analyte,,3.36,10141.232,1693.815,106.971,5.987,171.7906,,bb,10.3
176,Azithromycin,Sample_11162,Analyte,,3.36,9556.11,2797.99,598.238,3.415,97.9949,,bb,10.3
177,Azithromycin,WaterBlank34,Blank,,,,106.446,,,,,MM-I,10.3
178,Azithromycin,QC3_10uMPOOL,Analyte,,3.36,54145.91,104.201,842.53,519.629,14909.975,,bb,10.3
179,Azithromycin,WaterBlank35,Blank,,3.38,26.755,4.828,13.587,5.542,159.0054,,bb,10.3
180,Azithromycin,WaterBlank36,Blank,,3.4,13.268,1.615,21.766,8.215,235.7274,,bb,10.3
181,Azithromycin,Sample_4140,Analyte,,3.36,3421.394,1791.437,333.197,1.91,54.7972,,bb,10.3
182,Azithromycin,Sample_11187,Analyte,,3.36,8754.985,2400.082,240.196,3.648,104.6643,,bb,10.3
183,Azithromycin,Sample_9250,Analyte,,3.36,7087.163,2595.938,330.659,2.73,78.3326,,bb,10.3
184,Azithromycin,Sample_12294,Analyte,,3.36,2394.409,4078.566,1168.858,0.587,16.8418,,bb,10.3
185,Azithromycin,Sample_6515,Analyte,,3.36,12478.46,1467.762,329.252,8.502,243.9398,,bb,10.3
186,Azithromycin,Sample_4138,Analyte,,3.36,5201.66,2022.454,139.704,2.572,73.795,,bb,10.3
187,Azithromycin,Sample_13355,Analyte,,3.36,11290.165,2848.279,151.277,3.964,113.7334,,bb,10.3
188,Azithromycin,Sample_9285,Analyte,,3.36,3045.783,2003.637,119.51,1.52,43.6144,,bb,10.3
189,Azithromycin,Sample_6494,Analyte,,3.36,6546.004,1267.517,844.651,5.164,148.1821,,bb,10.3
190,Azithromycin,Sample_5332,Analyte,,3.36,665.06,3519.991,205.719,0.189,5.4179,,bb,10.3
191,Azithromycin,WaterBlank37,Blank,,,,116.124,,,,,,10.3
192,Azithromycin,WaterBlank38,Blank,,3.36,5.101,1.7,8.198,3.001,86.094,,bb,10.3
193,Azithromycin,Sample_5138,Analyte,,3.36,2592.034,4051.128,20.787,0.64,18.3556,,bb,10.3
194,Azithromycin,Sample_9247,Analyte,,3.36,2295.319,4367.067,64.506,0.526,15.0779,,bb,10.3
195,Azithromycin,Sample_10159,Analyte,,3.36,6519.084,5134.046,408.346,1.27,36.4309,,bb,10.3
196,Azithromycin,Sample_13286,Analyte,,3.36,4029.201,4535.584,380.805,0.888,25.4866,,bb,10.3
197,Azithromycin,Sample_4156,Analyte,,3.34,1663.497,1842.989,385.344,0.903,25.8956,,bb,10.3
198,Azithromycin,Sample_6513,Analyte,,3.36,4307.849,6112.581,261.429,0.705,20.2184,,bb,10.3
199,Azithromycin,Sample_9040,Analyte,,3.36,2891.508,10632.158,85.275,0.272,7.8001,,bb,10.3
200,Azithromycin,Sample_11182,Analyte,,3.34,6806.938,,329.911,,,,bb,10.3
201,Azithromycin,Sample_9038,Analyte,,3.34,4674.922,1656.887,251.321,2.822,80.9556,,bb,10.3
202,Azithromycin,Sample_1310,Analyte,,3.36,6397.188,2962.841,12297.711,2.159,61.9499,,bb,10.3
203,Azithromycin,WaterBlank39,Blank,,3.34,21.515,43.7,14.364,0.492,14.1234,,bb,10.3
204,Azithromycin,WaterBlank40,Blank,,,,1.334,,,,,,10.3
205,Azithromycin,Sample_4158,Analyte,,3.36,924.497,2892.34,140.587,0.32,9.1681,,bb,10.3
206,Azithromycin,Sample_10141,Analyte,,3.34,6537.025,1142.203,253.861,5.723,164.2144,,bb,10.3
207,Azithromycin,Sample_8303,Analyte,,3.36,2303.926,2736.226,128.34,0.842,24.1568,,bb,10.3
208,Azithromycin,Sample_5575,Analyte,,3.36,430.329,2910.666,84.777,0.148,4.2388,,bb,10.3
209,Azithromycin,Sample_5111,Analyte,,3.36,446.5,2171.744,204.276,0.206,5.8959,,bb,10.3
210,Azithromycin,Sample_12292,Analyte,,3.36,1452.449,3009.373,16.132,0.483,13.8453,,bb,10.3
211,Azithromycin,Sample_9286,Analyte,,3.36,1747.943,2903.399,776.267,0.602,17.2711,,bb,10.3
212,Azithromycin,Sample_11158,Analyte,,3.36,1307.913,3128.243,424.614,0.418,11.9933,,bb,10.3
213,Azithromycin,Sample_1137,Analyte,,3.34,12205.951,1088.82,251.736,11.21,321.6579,,bb,10.3
214,Azithromycin,Sample_8327,Analyte,,3.36,5441.86,1655.675,234.986,3.287,94.3062,,bb,10.3
215,Azithromycin,WaterBlank41,Blank,,3.36,26.665,147.181,40.602,0.181,5.1951,,bb,10.3
216,Azithromycin,WaterBlank42,Blank,,3.36,1.448,,1.6,,,,bb,10.3
217,Azithromycin,Sample_9287,Analyte,,3.36,3196.129,7607.327,57.331,0.42,12.0519,,bb,10.3
218,Azithromycin,Sample_13287,Analyte,,3.36,8668.58,4524.089,211.019,1.916,54.9761,,bb,10.3
219,Azithromycin,Sample_1138,Analyte,,3.34,34729.332,3895.5,819.624,8.915,255.806,,bb,10.3
220,Azithromycin,Sample_15137,Analyte,,,,2479.804,,,,,,10.3
221,Azithromycin,Sample_1141,Analyte,,3.32,62800.961,2283.411,2974.952,27.503,789.1573,,bb,10.3
222,Azithromycin,Sample_8307,Analyte,,3.34,51321.961,4349.041,5326.286,11.801,338.6013,,bb,10.3
223,Azithromycin,Sample_11161,Analyte,,3.34,7544.85,5935.025,879.937,1.271,36.473,,bb,10.3
224,Azithromycin,Sample_9249,Analyte,,3.34,4709.846,9456.295,312.97,0.498,14.2879,,bb,10.3
225,Azithromycin,Sample_12295,Analyte,,3.34,2261.822,10414.904,3685.526,0.217,6.2281,,bb,10.3
226,Azithromycin,Sample_5547,Analyte,,3.34,2503.584,5810.908,459.285,0.431,12.359,,bb,10.3
227,Azithromycin,WaterBlank43,Blank,,3.36,24.835,115.329,6.974,0.215,6.1755,,bb,10.3
228,Azithromycin,WaterBlank44,Blank,,,,8.869,,,,,,10.3
229,Azithromycin,Sample_9085,Analyte,,3.34,6568.128,8423.236,138.032,0.78,22.3708,,bb,10.3
230,Azithromycin,Sample_13309,Analyte,,3.34,23701.85,7621.669,2894.469,3.11,89.2276,,bb,10.3
231,Azithromycin,Sample_4154,Analyte,,3.34,5083.179,5319.636,12.486,0.956,27.4147,,bb,10.3
232,Azithromycin,Sample_6492,Analyte,,3.32,12405.147,3947.424,611.962,3.143,90.1686,,bb,10.3
233,Azithromycin,Sample_1036,Analyte,,3.34,20731.555,9062.786,3335.224,2.288,65.6343,,bb,10.3
1,Aztreonam,WaterBlank1,Blank,,,,,,,,,,10
2,Aztreonam,WaterBlank2,Blank,,,,1.131,,,,,,10
3,Aztreonam,Sample_12270,Analyte,,2.61,324.884,29266.48,52.474,0.011,0.485,,bb,10
4,Aztreonam,WaterBlank1a,Blank,,2.53,1.074,425.843,1.484,0.003,0.1471,,bb,10
5,Aztreonam,WaterBlank2a,Blank,,2.69,0.31,123.805,0.745,0.003,0.1462,,bb,10
6,Aztreonam,Water_ABS_0,Standard,0,,,204892.938,,,,,,10
7,Aztreonam,Water_ABS_140,Standard,0.014,2.61,16.615,206415.984,46.132,0,0.0258,184.3,bb,10
8,Aztreonam,Water_ABS_410,Standard,0.041,2.59,54.436,210472.047,76.854,0,0.0352,86,bb,10
9,Aztreonam,Water_ABS_1230,Standard,0.123,2.75,244.161,227687.344,47.315,0.001,0.0771,62.7,bb,10
10,Aztreonam,Water_ABS_3700,Standard,0.37,2.61,1019.964,239528.156,92.248,0.004,0.2246,60.7,bb,10
11,Aztreonam,Water_ABS_1000,Standard,1.1,2.63,3479.717,90629.641,613.804,0.038,1.2113,110.1,bb,10
12,Aztreonam,Water_ABS_3000,Standard,3.3,2.61,11536.03,62678.156,176.472,0.184,3.2983,99.9,bb,10
13,Aztreonam,Water_ABS_10000,Standard,10,2.61,36577.492,27586.045,1058.484,1.326,9.9986,100,bb,10
14,Aztreonam,WaterBlank1b,Blank,,2.75,35.995,,3.974,,,,bb,10
15,Aztreonam,WaterBlank2b,Blank,,,,191.768,,,,,,10
16,Aztreonam,WaterBlank3b,Blank,,2.61,1.814,149.732,2.574,0.012,0.5192,,bb,10
17,Aztreonam,Minus80aliquot,Analyte,,2.65,38090.844,31.327,548.031,1215.911,325.0572,,bb,10
18,Aztreonam,WaterBlank1A,Blank,,2.69,88.133,174.053,5.827,0.506,5.9067,,bb,10
19,Aztreonam,WaterBlank2A,Blank,,2.61,41.708,73.542,51.795,0.567,6.2917,,bb,10
20,Aztreonam,WaterBlank3A,Blank,,2.63,1.51,68.098,2.83,0.022,0.8196,,bb,10
21,Aztreonam,Sample_15139,Analyte,,,,11411.595,,,,,MM-,10
22,Aztreonam,Sample_5307,Analyte,,2.61,340.331,25854.27,69.104,0.013,0.5536,,bb,10
23,Aztreonam,Sample_6517,Analyte,,,,13785.994,,,,,MM!-,10
24,Aztreonam,Sample_5573,Analyte,,,,24188.506,,,,,,10
25,Aztreonam,Sample_1163,Analyte,,,,6670.938,,,,,,10
26,Aztreonam,Sample_5331,Analyte,,,,45836.891,,,,,MM-,10
27,Aztreonam,Sample_9039,Analyte,,2.63,28023.313,22205.172,506.212,1.262,9.7368,,bb,10
28,Aztreonam,Sample_5548,Analyte,,2.63,216.313,69920.133,121.271,0.003,0.1733,,bb,10
29,Aztreonam,Sample_5552,Analyte,,2.63,167.758,75430.938,26.936,0.002,0.1331,,bb,10
30,Aztreonam,Sample_13359,Analyte,,,,64806.246,,,,,MM-,10
31,Aztreonam,WaterBlank4,Blank,,,,147.531,,,,,,10
32,Aztreonam,WaterBlank5,Blank,,2.61,1.239,156.813,1.88,0.008,0.3705,,bb,10
33,Aztreonam,Sample_13285,Analyte,,,,18907.098,,,,,MM-,10
34,Aztreonam,Sample_1033,Analyte,,,,,,,,,MM-,10
35,Aztreonam,Sample_1142,Analyte,,,,13526.746,,,,,MM-,10
36,Aztreonam,Sample_9080,Analyte,,,,25267.537,,,,,MM-,10
37,Aztreonam,Sample_1162,Analyte,,2.79,59.854,16340.2,207.166,0.004,0.1987,,bb,10
38,Aztreonam,Sample_4157,Analyte,,2.71,3.674,32103.775,9.387,0,0.0276,,bb,10
39,Aztreonam,Sample_1035,Analyte,,,,32588.418,,,,,MM-,10
40,Aztreonam,Sample_5306,Analyte,,2.71,610.175,39020.004,482.875,0.016,0.6316,,bb,10
41,Aztreonam,Sample_8329,Analyte,,,,22160.92,,,,,MM-,10
42,Aztreonam,Sample_9283,Analyte,,,,51937.453,,,,,,10
43,Aztreonam,WaterBlank6,Blank,,,,248.854,,,,,,10
44,Aztreonam,WaterBlank7,Blank,,,,197.155,,,,,,10
45,Aztreonam,Sample_6512,Analyte,,2.79,24444.078,50962.113,3598.67,0.48,5.7303,,bb,10
46,Aztreonam,Sample_9248,Analyte,,2.77,58693.16,56290.375,3696.962,1.043,8.7842,,bb,10
47,Aztreonam,Sample_6510,Analyte,,2.79,37634.406,70865.492,4910.643,0.531,6.0658,,bb,10
48,Aztreonam,Sample_9082,Analyte,,,,80256.336,,,,,MM-,10
49,Aztreonam,Sample_1056,Analyte,,,,51066.941,,,,,MM-,10
50,Aztreonam,Sample_13358,Analyte,,,,22582.023,,,,,MM-,10
51,Aztreonam,Sample_13333,Analyte,,2.81,57.25,35908.773,126.61,0.002,0.1029,,MM,10
52,Aztreonam,Sample_4137,Analyte,,,,68097.977,,,,,MM-,10
53,Aztreonam,Sample_5110,Analyte,,,,100895.078,,,,,MM-,10
54,Aztreonam,Sample_11159,Analyte,,2.77,21304.904,46000.02,841.826,0.463,5.6189,,bb,10
55,Aztreonam,WaterBlank8,Blank,,,,285.384,,,,,,10
56,Aztreonam,WaterBlank9,Blank,,,,265.021,,,,,,10
57,Aztreonam,Sample_8308,Analyte,,,,48629.883,,,,,MM-,10
58,Aztreonam,Sample_8306,Analyte,,,,42392.855,,,,,MM-,10
59,Aztreonam,Sample_10138,Analyte,,2.79,130.603,62184.438,129.102,0.002,0.1273,,bb,10
60,Aztreonam,Sample_1058,Analyte,,2.73,1681.954,27546.477,70.637,0.061,1.6558,,bb,10
61,Aztreonam,Sample_5571,Analyte,,,,106259.242,,,,,MM-,10
62,Aztreonam,Sample_5112,Analyte,,,,125506.648,,,,,MM-,10
63,Aztreonam,WaterBlank10,Blank,,,,159.776,,,,,,10
64,Aztreonam,QC1_10uMPOOL,Analyte,,2.77,34733.84,39.84,418.704,871.833,275.1278,,bb,10
65,Aztreonam,WaterBlank11,Blank,,2.73,10.484,82.183,7.37,0.128,2.6429,,bb,10
66,Aztreonam,WaterBlank12,Blank,,2.75,7.459,44.363,15.953,0.168,3.1247,,bb,10
67,Aztreonam,Sample_15155,Analyte,,,,38866.934,,,,,MM-,10
68,Aztreonam,Sample_5334,Analyte,,,,53975.875,,,,,MM-,10
